fid,osm_id,structural_openness,number_of_floors,vegetation,material_rooftop,material_wall
3420,1003543673,closed_structure,one,yes,metal,concrete
3422,1003543682,closed_structure,one,yes,metal,concrete
3424,1003543693,closed_structure,one,yes,metal,concrete
3425,1003543699,closed_structure,one,yes,metal,concrete
3427,1003543704,closed_structure,one,yes,metal,concrete
3429,1003543709,closed_structure,one,yes,metal,concrete
3431,1003543722,closed_structure,one,yes,metal,concrete
3434,1003543728,closed_structure,one,yes,metal,concrete
3435,1003543732,partial,one,yes,metal,concrete
3440,1003543754,closed_structure,one,yes,metal,concrete
3441,1003543760,closed_structure,one,yes,metal,concrete
3443,1003543763,closed_structure,one,yes,metal,concrete
3449,1003543784,closed_structure,one,yes,metal,concrete
3451,1003543800,closed_structure,one,yes,metal,concrete
3453,1003543804,closed_structure,two,yes,concrete,concrete
3454,1003543807,closed_structure,one,yes,metal,concrete
3457,1003543823,closed_structure,two,yes,metal,concrete
3459,1003543833,closed_structure,one,yes,metal,concrete
3464,1003543848,closed_structure,one,yes,metal,concrete
3465,1003543851,closed_structure,one,yes,metal,concrete
3468,1003543870,closed_structure,one,yes,metal,concrete
3470,1003543880,closed_structure,one,yes,shingles,concrete
3473,1003543892,closed_structure,one,yes,metal,concrete
3475,1003543899,closed_structure,one,yes,metal,concrete
3477,1003543906,closed_structure,one,yes,metal,concrete
3479,1003543924,closed_structure,one,yes,metal,concrete
3483,1003543932,closed_structure,one,yes,shingles,concrete
3484,1003543940,closed_structure,one,yes,shingles,concrete
3486,1003543956,closed_structure,one,yes,shingles,concrete
3492,1003543979,closed_structure,one,yes,metal,concrete
3494,1003543997,closed_structure,one,yes,metal,concrete
3495,1003544001,closed_structure,one,yes,metal,concrete
3496,1003544003,closed_structure,two,yes,metal,concrete
3497,1003544005,closed_structure,one,yes,metal,concrete
3499,1003544013,partial,one,yes,metal,metal
3501,1003544073,closed_structure,one,yes,metal,concrete
3507,1003544127,closed_structure,one,yes,metal,concrete
3509,1003544145,closed_structure,one,yes,metal,concrete
3515,1003544213,closed_structure,one,yes,metal,concrete
3516,1003544247,closed_structure,one,yes,shingles,concrete
3517,1003544265,closed_structure,one,yes,metal,concrete
3519,1003544307,closed_structure,four_plus,yes,concrete,concrete
3522,1003544325,closed_structure,one,yes,metal,concrete
3526,1003544354,closed_structure,one,yes,metal,concrete
3528,1003544376,closed_structure,one,yes,metal,concrete
3529,1003544380,closed_structure,one,yes,metal,concrete
3537,1003544485,closed_structure,one,yes,metal,concrete
3538,1003544486,closed_structure,one,yes,metal,concrete
3545,1003544515,closed_structure,one,yes,shingles,concrete
3546,1003544522,closed_structure,one,yes,shingles,concrete
3551,1003544545,closed_structure,one,yes,shingles,concrete
3558,1003544569,closed_structure,one,yes,shingles,concrete
3560,1003544577,closed_structure,one,yes,metal,concrete
3561,1003544578,closed_structure,one,yes,metal,concrete
3562,1003544583,closed_structure,one,yes,metal,concrete
3563,1003544585,closed_structure,one,yes,metal,concrete
3564,1003544586,closed_structure,unclear,yes,metal,unclear
3568,1003544600,closed_structure,one,yes,metal,concrete
3572,1003544612,closed_structure,one,yes,concrete,concrete
3573,1003544614,closed_structure,one,yes,metal,concrete
3578,1003544632,closed_structure,one,yes,metal,concrete
3579,1003544634,closed_structure,one,yes,shingles,concrete
3580,1003544636,closed_structure,one,yes,metal,concrete
3584,1003544646,closed_structure,one,yes,metal,concrete
3586,1003544660,closed_structure,one,yes,metal,concrete
3589,1003544727,closed_structure,one,yes,metal,concrete
3590,1003544737,closed_structure,one,yes,metal,concrete
3591,1003544741,closed_structure,one,yes,metal,concrete
3594,1003544791,closed_structure,one,yes,shingles,concrete
3599,1003544877,closed_structure,one,yes,metal,concrete
3600,1003544878,closed_structure,one,yes,metal,concrete
3603,1003544938,closed_structure,one,yes,shingles,concrete
3609,1003545019,closed_structure,one,yes,metal,concrete
3610,1003545021,closed_structure,one,yes,shingles,concrete
3611,1003545026,closed_structure,one,yes,shingles,concrete
3613,1003545039,closed_structure,two,yes,shingles,concrete
3615,1003545076,closed_structure,one,yes,metal,concrete
3617,1003545092,closed_structure,one,yes,metal,concrete
3618,1003545096,closed_structure,one,yes,metal,concrete
3620,1003545119,closed_structure,three,yes,unclear,concrete
3621,1003545122,closed_structure,one,yes,shingles,concrete
3622,1003545123,closed_structure,one,yes,metal,concrete
3624,1003545141,closed_structure,one,yes,metal,concrete
3625,1003545150,closed_structure,one,yes,metal,concrete
3629,1003545180,closed_structure,one,yes,metal,concrete
3630,1003545182,closed_structure,one,yes,metal,brick
3631,1003545232,closed_structure,one,yes,shingles,concrete
3637,1003545340,closed_structure,one,yes,metal,concrete
3642,1003545444,closed_structure,one,yes,metal,concrete
3643,1003545449,closed_structure,two,yes,shingles,concrete
3644,1003545478,closed_structure,one,yes,metal,concrete
3645,1003545486,closed_structure,one,yes,metal,concrete
3646,1003545494,closed_structure,one,yes,metal,concrete
3647,1003545500,closed_structure,one,yes,metal,concrete
3648,1003545546,closed_structure,one,yes,metal,concrete
3650,1003545566,closed_structure,two,yes,metal,concrete
3653,1003545589,unclear,one,yes,metal,concrete
3657,1003545638,closed_structure,one,yes,metal,concrete
3660,1003545664,closed_structure,one,yes,metal,concrete
3661,1003545684,closed_structure,one,yes,metal,concrete
3662,1003545706,closed_structure,one,yes,metal,concrete
3663,1003545734,closed_structure,unclear,yes,metal,concrete
3666,1003545802,closed_structure,one,yes,metal,concrete
3670,1003545911,closed_structure,one,yes,metal,concrete
3675,1003545949,closed_structure,one,yes,metal,concrete
3678,1003545980,closed_structure,one,yes,metal,concrete
3680,1003546010,closed_structure,one,yes,metal,concrete
3688,1003926346,closed_structure,one,no,metal,concrete
3690,1003926413,closed_structure,one,yes,metal,concrete
3692,1003926542,closed_structure,three,yes,concrete,concrete
3696,1003926886,closed_structure,one,no,metal,concrete
3697,1003926931,closed_structure,one,yes,metal,concrete
3700,1003927133,closed_structure,three,yes,concrete,concrete
3701,1003927144,closed_structure,one,yes,concrete,concrete
3702,1003927234,closed_structure,two,yes,concrete,concrete
3703,1003927284,closed_structure,one,yes,metal,concrete
3706,1003927411,closed_structure,two,yes,metal,concrete
3707,1003927459,closed_structure,one,yes,metal,concrete
3708,1003927493,closed_structure,one,yes,unclear,concrete
3709,1003927542,closed_structure,two,yes,concrete,concrete
3716,1003927819,closed_structure,one,yes,unclear,concrete
3719,1003927887,closed_structure,two,no,concrete,concrete
3721,1003943525,closed_structure,one,yes,metal,concrete
3728,1003943574,closed_structure,one,yes,metal,concrete
3732,1003943601,closed_structure,one,yes,metal,concrete
3734,1003943611,partial,one,yes,metal,concrete
3735,1003943628,partial,one,yes,metal,concrete
3737,1003943638,closed_structure,one,yes,metal,concrete
3741,1003943672,closed_structure,one,yes,metal,concrete
3742,1003943676,closed_structure,one,no,metal,concrete
3749,1003943739,closed_structure,one,yes,metal,concrete
3750,1003943742,closed_structure,one,yes,metal,concrete
3751,1003943752,partial,one,yes,metal,concrete
3753,1003943759,closed_structure,one,yes,metal,concrete
3755,1003943775,closed_structure,one,yes,metal,concrete
3756,1003943778,closed_structure,one,yes,metal,concrete
3761,1003943803,partial,one,yes,metal,concrete
3763,1003943822,partial,one,yes,metal,concrete
3764,1003943834,closed_structure,one,yes,metal,concrete
3767,1003943847,closed_structure,one,yes,unclear,concrete
3771,1003943892,closed_structure,one,yes,metal,concrete
3776,1003943943,closed_structure,one,yes,metal,concrete
3777,1003943954,closed_structure,one,yes,metal,concrete
3781,1003943987,closed_structure,one,yes,metal,concrete
3782,1003943992,closed_structure,one,yes,unclear,concrete
3785,1003944030,closed_structure,one,yes,metal,concrete
3787,1003944046,partial,one,yes,metal,unclear
3792,1003944130,unclear,unclear,yes,metal,unclear
3795,1003944175,closed_structure,two,yes,metal,concrete
3799,1003944218,closed_structure,one,yes,unclear,concrete
3802,1003944269,closed_structure,one,yes,metal,concrete
3804,1003944297,closed_structure,one,yes,metal,concrete
3805,1003944301,closed_structure,one,yes,metal,concrete
3806,1003944312,closed_structure,one,yes,metal,concrete
3807,1003944313,closed_structure,one,yes,metal,concrete
3808,1003944314,closed_structure,one,yes,metal,concrete
3817,1003944389,closed_structure,one,yes,metal,concrete
3819,1003944394,closed_structure,one,yes,metal,concrete
3822,1003944421,closed_structure,one,yes,metal,concrete
3823,1003944427,closed_structure,one,yes,metal,concrete
3824,1003944433,unclear,one,yes,metal,unclear
3825,1003944442,unclear,one,yes,metal,metal
3827,1003944446,closed_structure,one,yes,metal,concrete
3828,1003944453,closed_structure,one,yes,metal,concrete
3831,1003944511,closed_structure,one,yes,metal,concrete
3833,1003944527,closed_structure,one,yes,metal,concrete
3834,1003944530,closed_structure,one,yes,metal,concrete
3840,1003944588,closed_structure,one,yes,metal,concrete
3841,1003944593,partial,one,yes,metal,concrete
3845,1003944645,closed_structure,one,yes,metal,concrete
3846,1003944652,closed_structure,one,yes,metal,concrete
3847,1003944658,closed_structure,one,yes,metal,concrete
3850,1003944671,closed_structure,one,yes,metal,concrete
3852,1003944674,closed_structure,one,yes,metal,concrete
3853,1003944679,closed_structure,one,yes,metal,concrete
3860,1003944723,closed_structure,one,yes,metal,concrete
3861,1003944737,unclear,unclear,yes,metal,unclear
3863,1003944777,closed_structure,one,yes,metal,concrete
3868,1003944813,closed_structure,one,yes,metal,concrete
3871,1003944821,closed_structure,one,yes,metal,concrete
3872,1003944825,closed_structure,one,yes,metal,concrete
3876,1003944867,closed_structure,one,yes,metal,concrete
3879,1003944890,closed_structure,one,yes,metal,concrete
3884,1003944926,closed_structure,one,yes,metal,concrete
3886,1003944959,closed_structure,one,yes,unclear,concrete
3887,1003944965,closed_structure,one,yes,metal,concrete
3889,1003944978,closed_structure,one,yes,metal,concrete
3890,1003944981,closed_structure,one,yes,metal,concrete
3893,1003945004,closed_structure,one,yes,metal,concrete
3896,1003945009,closed_structure,one,yes,metal,concrete
3897,1003945038,closed_structure,one,yes,unclear,concrete
3900,1003945050,closed_structure,one,yes,metal,concrete
3902,1003945067,closed_structure,one,yes,metal,concrete
3904,1003945076,closed_structure,one,yes,metal,concrete
3912,1003945132,closed_structure,one,yes,metal,concrete
3914,1003945141,closed_structure,one,yes,metal,concrete
3924,1003945234,closed_structure,one,yes,metal,concrete
3926,1003945242,closed_structure,one,yes,metal,concrete
3929,1003945261,closed_structure,one,yes,metal,concrete
3931,1003945271,closed_structure,one,yes,metal,concrete
3933,1003945282,closed_structure,one,yes,metal,concrete
3938,1003945334,closed_structure,one,yes,metal,concrete
3939,1003945336,closed_structure,one,yes,metal,concrete
3944,1003945429,closed_structure,one,yes,metal,concrete
3957,1003945550,unclear,one,yes,unclear,concrete
3958,1003945555,closed_structure,one,yes,metal,concrete
3962,1003945581,closed_structure,one,yes,metal,concrete
3963,1003945598,closed_structure,one,yes,metal,concrete
3965,1003945640,closed_structure,one,yes,metal,concrete
3970,1003945677,closed_structure,one,yes,metal,concrete
3974,1003945700,closed_structure,one,yes,metal,concrete
3975,1003945702,closed_structure,one,yes,metal,concrete
3978,1003945761,closed_structure,one,yes,metal,concrete
3979,1003945771,closed_structure,one,yes,metal,concrete
3981,1003945775,closed_structure,one,yes,metal,concrete
3984,1003945811,closed_structure,one,yes,metal,concrete
3998,1003945946,closed_structure,one,yes,metal,concrete
3999,1003945947,closed_structure,one,yes,metal,concrete
4007,1003946005,closed_structure,one,yes,metal,concrete
4012,1003946076,closed_structure,one,yes,metal,concrete
4014,1003946086,closed_structure,one,yes,metal,concrete
4017,1003946101,closed_structure,one,yes,metal,unclear
4020,1003946127,closed_structure,one,yes,metal,concrete
4022,1003946153,closed_structure,one,yes,metal,concrete
4023,1003946166,closed_structure,one,yes,metal,concrete
4029,1003946282,closed_structure,one,yes,metal,concrete
4032,1003946304,closed_structure,one,yes,metal,concrete
4034,1003946324,closed_structure,one,yes,metal,concrete
4038,1003946347,closed_structure,one,yes,metal,concrete
4043,1003946378,unclear,one,yes,metal,metal
4045,1003946395,closed_structure,one,yes,metal,concrete
4047,1003946418,partial,one,yes,metal,concrete
4048,1003946428,closed_structure,one,yes,metal,concrete
4050,1003946480,closed_structure,one,yes,metal,concrete
4051,1003946495,closed_structure,one,yes,metal,concrete
4054,1003946521,closed_structure,one,yes,metal,concrete
4056,1003946527,closed_structure,one,yes,metal,concrete
4060,1003946537,partial,one,yes,metal,unclear
4061,1003946546,closed_structure,one,yes,metal,concrete
4070,1003946658,closed_structure,one,yes,metal,concrete
4071,1003946667,closed_structure,one,yes,metal,concrete
4081,1003946741,closed_structure,one,yes,metal,concrete
4089,1003946823,closed_structure,one,yes,metal,concrete
4090,1003946834,closed_structure,one,yes,metal,concrete
4092,1003946842,closed_structure,one,yes,metal,concrete
4093,1003946843,closed_structure,one,yes,metal,concrete
4096,1003946850,unclear,unclear,yes,metal,unclear
4098,1003946879,partial,one,yes,metal,metal
4099,1003946887,closed_structure,one,yes,metal,concrete
4100,1003946893,unclear,one,yes,metal,metal
4101,1003946919,closed_structure,one,yes,metal,concrete
4103,1003946939,closed_structure,one,yes,metal,concrete
4104,1003946959,closed_structure,one,yes,unclear,concrete
4105,1003946960,closed_structure,one,yes,metal,concrete
4106,1003946962,closed_structure,one,yes,metal,brick
4109,1003946998,closed_structure,one,yes,metal,metal
4116,1003947067,closed_structure,one,yes,metal,concrete
4117,1003947090,closed_structure,one,yes,metal,concrete
4118,1003947103,closed_structure,one,yes,metal,concrete
4119,1003947119,closed_structure,one,yes,metal,concrete
4120,1003947123,closed_structure,one,yes,metal,concrete
4123,1003947136,closed_structure,one,yes,metal,concrete
4125,1003947142,closed_structure,one,yes,metal,concrete
4134,1003947243,closed_structure,one,no,metal,concrete
4135,1003947252,closed_structure,one,yes,metal,brick
4138,1003947283,closed_structure,one,yes,metal,concrete
4141,1003947323,unclear,unclear,yes,metal,unclear
4149,1003947414,closed_structure,one,yes,metal,concrete
4151,1003947420,closed_structure,one,yes,metal,concrete
4153,1003947438,unclear,unclear,yes,metal,unclear
4161,1003947491,closed_structure,one,yes,unclear,concrete
4163,1003947496,closed_structure,one,yes,metal,concrete
4165,1003947521,closed_structure,one,yes,metal,concrete
4170,1003947552,closed_structure,one,yes,metal,concrete
4171,1003947554,closed_structure,one,yes,metal,concrete
4172,1003947562,closed_structure,one,yes,metal,concrete
4173,1003947564,partial,one,yes,metal,concrete
4174,1003947571,closed_structure,one,yes,metal,concrete
4175,1003947579,closed_structure,one,yes,metal,concrete
4176,1003947582,closed_structure,one,yes,metal,concrete
4178,1003947605,closed_structure,one,yes,metal,concrete
4181,1003947637,closed_structure,one,yes,metal,concrete
4182,1003947638,closed_structure,one,yes,metal,concrete
4197,1003947740,closed_structure,one,yes,metal,concrete
4198,1003947744,closed_structure,one,yes,metal,concrete
4201,1003947761,closed_structure,one,yes,metal,concrete
4208,1003947789,closed_structure,one,yes,metal,concrete
4223,1003947872,closed_structure,one,yes,metal,concrete
4224,1003947884,closed_structure,one,yes,metal,concrete
4227,1003947893,unclear,one,yes,unclear,concrete
4230,1003947911,closed_structure,one,yes,metal,concrete
4231,1003947919,closed_structure,one,yes,metal,brick
4233,1003947965,closed_structure,one,yes,metal,concrete
4239,1003948028,closed_structure,one,yes,metal,concrete
4240,1003948032,closed_structure,one,yes,metal,concrete
4242,1003948040,closed_structure,one,yes,metal,concrete
4244,1003948042,closed_structure,one,yes,metal,concrete
4247,1003948059,closed_structure,one,yes,metal,concrete
4255,1003948143,closed_structure,one,yes,metal,concrete
4257,1003948172,unclear,one,yes,metal,metal
4261,1003948211,closed_structure,one,yes,unclear,concrete
4276,1003948320,closed_structure,one,yes,metal,concrete
4277,1003948334,closed_structure,one,yes,metal,concrete
4282,1003948373,closed_structure,one,yes,metal,concrete
4285,1003948393,closed_structure,one,yes,metal,concrete
4288,1003948402,closed_structure,one,yes,metal,concrete
4291,1003948408,closed_structure,one,yes,metal,concrete
4292,1003948411,partial,one,yes,metal,unclear
4296,1003948433,closed_structure,one,yes,metal,concrete
4297,1003948436,closed_structure,one,yes,metal,concrete
4301,1003948463,closed_structure,one,yes,shingles,concrete
4302,1003948472,closed_structure,one,yes,metal,concrete
4308,1003948489,closed_structure,one,yes,metal,concrete
4315,1003948562,partial,one,yes,metal,unclear
4316,1003948569,closed_structure,one,yes,metal,concrete
4317,1003948575,unclear,unclear,yes,metal,unclear
4319,1003948587,closed_structure,one,yes,metal,concrete
4325,1003948620,closed_structure,one,yes,metal,concrete
4328,1003948649,closed_structure,one,yes,metal,concrete
4335,1003948686,closed_structure,one,yes,metal,metal
4336,1003948697,closed_structure,one,yes,metal,concrete
4339,1003948716,closed_structure,one,yes,metal,concrete
4343,1003948736,closed_structure,one,yes,metal,concrete
4348,1003948768,unclear,one,yes,metal,unclear
4349,1003948770,closed_structure,one,yes,unclear,concrete
4356,1003948880,closed_structure,one,yes,metal,concrete
4358,1003948891,closed_structure,one,yes,metal,concrete
4363,1003948925,closed_structure,one,yes,metal,concrete
4364,1003948940,closed_structure,one,yes,metal,concrete
4365,1003948948,closed_structure,one,yes,metal,concrete
4367,1003948955,closed_structure,one,yes,metal,concrete
4371,1003948989,closed_structure,one,yes,metal,concrete
4374,1003949013,closed_structure,one,yes,metal,concrete
4375,1003949015,closed_structure,one,yes,metal,concrete
4376,1003949020,closed_structure,one,yes,metal,concrete
4390,1003949138,closed_structure,one,yes,metal,concrete
4394,1003949158,closed_structure,one,yes,metal,concrete
4399,1003949197,closed_structure,one,yes,metal,concrete
4402,1003949222,closed_structure,one,yes,metal,concrete
4408,1003949235,closed_structure,one,yes,metal,concrete
4410,1003949246,closed_structure,one,yes,metal,concrete
4418,1003949281,closed_structure,one,yes,metal,concrete
4427,1003949353,closed_structure,one,yes,unclear,concrete
4430,1003949359,closed_structure,one,yes,metal,concrete
4431,1003949371,closed_structure,one,yes,metal,concrete
4440,1003949436,closed_structure,one,yes,metal,concrete
4444,1003949452,closed_structure,one,yes,metal,concrete
4446,1003949462,closed_structure,one,yes,metal,concrete
4448,1003949472,closed_structure,one,yes,metal,concrete
4451,1003949490,closed_structure,one,yes,metal,concrete
4453,1003949497,partial,one,yes,metal,concrete
4460,1003949536,closed_structure,one,yes,metal,concrete
4462,1003949554,unclear,one,yes,metal,concrete
4465,1003949588,closed_structure,one,yes,unclear,concrete
4467,1003949622,closed_structure,one,yes,metal,concrete
4473,1003949702,closed_structure,one,yes,metal,concrete
4476,1003949743,unclear,one,yes,metal,metal
4478,1003949775,closed_structure,one,yes,metal,concrete
4479,1003949783,closed_structure,one,yes,metal,concrete
4487,1003949940,closed_structure,one,yes,shingles,concrete
4488,1003949953,unclear,one,yes,unclear,metal
4490,1003949961,closed_structure,one,yes,metal,concrete
4492,1003949979,closed_structure,one,yes,metal,concrete
4493,1003949990,closed_structure,one,yes,metal,concrete
4496,1003950004,closed_structure,one,yes,metal,concrete
4497,1003950020,unclear,one,yes,metal,concrete
4498,1003950023,closed_structure,one,yes,metal,concrete
4500,1003950033,closed_structure,one,yes,metal,concrete
4502,1003950044,unclear,one,yes,unclear,unclear
4505,1003950057,closed_structure,one,yes,metal,concrete
4507,1003950066,closed_structure,one,yes,metal,concrete
4510,1003950093,closed_structure,one,yes,metal,concrete
4512,1003950104,unclear,one,yes,metal,concrete
4513,1003950111,closed_structure,one,yes,concrete,concrete
4516,1003950117,closed_structure,one,yes,metal,concrete
4517,1003950118,closed_structure,one,yes,metal,brick
4522,1003950131,closed_structure,one,yes,metal,concrete
4524,1003950147,closed_structure,one,yes,metal,concrete
4526,1003950165,unclear,one,yes,metal,metal
4527,1003950168,closed_structure,one,yes,metal,concrete
4536,1003950288,closed_structure,one,yes,metal,concrete
4539,1003950306,closed_structure,one,yes,metal,concrete
4541,1003950314,closed_structure,one,yes,metal,concrete
4542,1003950326,closed_structure,one,yes,shingles,concrete
4543,1003950342,closed_structure,one,yes,metal,concrete
4544,1003950346,closed_structure,one,yes,metal,concrete
4545,1003950354,closed_structure,one,yes,metal,concrete
4548,1003950371,unclear,one,yes,unclear,metal
4550,1003950374,unclear,one,yes,metal,concrete
4551,1003950375,closed_structure,one,yes,metal,concrete
4552,1003950399,closed_structure,one,yes,metal,concrete
4555,1003950429,closed_structure,one,yes,unclear,concrete
4556,1003950430,closed_structure,one,yes,metal,concrete
4557,1003950443,closed_structure,one,yes,metal,concrete
4558,1003950449,closed_structure,one,yes,metal,concrete
4562,1003950495,closed_structure,one,yes,metal,concrete
4572,1003950546,closed_structure,one,yes,metal,concrete
4579,1003950597,unclear,one,yes,metal,concrete
4583,1003950625,closed_structure,one,yes,metal,concrete
4584,1003950627,closed_structure,one,yes,metal,concrete
4585,1003950632,closed_structure,one,yes,metal,concrete
4588,1003950647,closed_structure,one,yes,metal,concrete
4590,1003950657,closed_structure,one,yes,metal,concrete
4591,1003950665,closed_structure,one,yes,metal,concrete
4592,1003950686,closed_structure,one,yes,metal,concrete
4594,1003950692,closed_structure,one,yes,metal,concrete
4596,1003950705,closed_structure,one,yes,metal,concrete
4598,1003950722,closed_structure,one,yes,metal,concrete
4602,1003950761,closed_structure,one,yes,metal,concrete
4607,1003950797,closed_structure,two,yes,metal,concrete
4609,1003950808,closed_structure,one,yes,unclear,concrete
4611,1003950824,closed_structure,one,yes,metal,concrete
4615,1003950846,unclear,one,yes,metal,concrete
4619,1003950866,closed_structure,one,yes,metal,concrete
4620,1003950872,closed_structure,one,yes,metal,concrete
4627,1003950939,closed_structure,one,yes,metal,concrete
4631,1003950977,closed_structure,one,yes,metal,concrete
4633,1003951022,unclear,one,yes,metal,unclear
4634,1003951025,closed_structure,one,yes,metal,concrete
4638,1003951064,closed_structure,one,yes,metal,concrete
4639,1003951076,closed_structure,one,yes,metal,concrete
4641,1003951097,closed_structure,one,yes,metal,concrete
4642,1003951100,closed_structure,one,yes,metal,concrete
4650,1003951260,closed_structure,one,yes,metal,concrete
4654,1003951298,closed_structure,one,yes,metal,concrete
4655,1003951311,closed_structure,one,yes,metal,metal
4659,1003951354,closed_structure,one,yes,metal,concrete
4662,1003951372,closed_structure,one,yes,metal,concrete
4663,1003951382,closed_structure,one,yes,metal,concrete
4665,1003951399,closed_structure,one,yes,metal,concrete
4667,1003951432,closed_structure,one,yes,metal,concrete
4671,1003951491,partial,one,yes,metal,concrete
4675,1003951523,closed_structure,one,yes,metal,concrete
4677,1003951558,closed_structure,one,yes,metal,concrete
4678,1003951561,closed_structure,one,yes,metal,concrete
4679,1003951583,closed_structure,one,yes,metal,concrete
4680,1003951586,closed_structure,one,yes,metal,concrete
4681,1003951591,closed_structure,two,yes,metal,concrete
4683,1003951593,closed_structure,one,yes,metal,concrete
4685,1003951617,closed_structure,one,yes,metal,concrete
4686,1003951656,closed_structure,one,yes,unclear,concrete
4687,1003951657,closed_structure,one,yes,metal,concrete
4688,1003951662,closed_structure,one,yes,metal,metal
4689,1003951663,closed_structure,one,yes,metal,concrete
4693,1003951681,closed_structure,one,yes,metal,concrete
4694,1003951683,closed_structure,one,yes,metal,concrete
4701,1003951787,closed_structure,one,yes,metal,concrete
4704,1003951814,closed_structure,one,yes,metal,concrete
4712,1003951851,closed_structure,one,yes,metal,concrete
4720,1003951940,closed_structure,one,yes,metal,concrete
4721,1003951948,closed_structure,one,yes,shingles,concrete
4722,1003951955,closed_structure,one,yes,metal,concrete
4726,1003951989,closed_structure,one,yes,metal,concrete
4734,1003952508,unclear,one,yes,metal,concrete
4736,1003952583,unclear,one,yes,unclear,metal
4737,1003952587,unclear,unclear,yes,metal,unclear
4739,1003952731,unclear,unclear,yes,metal,unclear
4745,1003953112,unclear,one,yes,unclear,wood
4750,1003953507,unclear,one,yes,metal,unclear
4752,1003953780,unclear,one,yes,metal,wood
4755,1003954312,unclear,one,yes,metal,unclear
4756,1003954482,unclear,one,yes,metal,unclear
4759,1003954937,closed_structure,one,yes,metal,concrete
4761,1003955136,unclear,one,yes,metal,unclear
4767,1003972953,closed_structure,one,yes,metal,concrete
4768,1003972959,closed_structure,one,yes,metal,concrete
4769,1003972960,closed_structure,one,yes,metal,concrete
4770,1003972962,closed_structure,one,yes,metal,concrete
4771,1003972963,closed_structure,one,yes,metal,concrete
4774,1003972972,closed_structure,one,yes,metal,concrete
4776,1003972978,closed_structure,one,yes,metal,concrete
4779,1003972993,closed_structure,one,yes,unclear,concrete
4780,1003972996,unclear,one,yes,metal,unclear
4782,1003973052,closed_structure,one,yes,metal,concrete
4787,1003973066,closed_structure,one,yes,unclear,concrete
4796,1003973119,closed_structure,one,yes,metal,metal
4798,1003973127,closed_structure,one,yes,unclear,concrete
4808,1003973186,closed_structure,one,yes,metal,concrete
4814,1003973195,closed_structure,one,yes,metal,concrete
4817,1003973199,closed_structure,one,yes,metal,concrete
4818,1003973201,closed_structure,one,yes,metal,concrete
4824,1003973220,closed_structure,one,yes,metal,concrete
4826,1003973242,closed_structure,one,yes,metal,concrete
4828,1003973271,closed_structure,one,yes,metal,concrete
4831,1003973283,closed_structure,one,yes,unclear,concrete
4833,1003973288,closed_structure,four_plus,yes,unclear,concrete
4835,1003973303,closed_structure,one,yes,metal,concrete
4837,1003973306,closed_structure,one,yes,metal,concrete
4838,1003973307,closed_structure,one,yes,metal,concrete
4845,1003973337,closed_structure,one,yes,metal,concrete
4847,1003973339,closed_structure,one,yes,metal,concrete
4849,1003973346,closed_structure,one,yes,metal,concrete
4851,1003973351,closed_structure,one,yes,unclear,concrete
4861,1003973388,closed_structure,one,yes,metal,concrete
4863,1003973390,unclear,one,yes,unclear,concrete
4867,1003973424,closed_structure,one,yes,unclear,concrete
4868,1003973425,closed_structure,one,yes,unclear,concrete
4869,1003973449,closed_structure,one,yes,metal,concrete
4872,1003973464,closed_structure,one,yes,metal,concrete
4880,1003973500,closed_structure,one,yes,metal,concrete
4882,1003973572,unclear,one,yes,metal,unclear
4885,1003973600,closed_structure,one,yes,metal,concrete
4886,1003973631,closed_structure,one,yes,unclear,concrete
4890,1003973652,unclear,one,yes,metal,unclear
4891,1003973655,closed_structure,one,yes,metal,metal
4898,1003973692,closed_structure,one,yes,metal,concrete
4899,1003973703,closed_structure,one,yes,unclear,concrete
4905,1003973742,closed_structure,one,yes,unclear,concrete
4906,1003973745,closed_structure,one,yes,metal,concrete
4908,1003973748,closed_structure,one,yes,metal,concrete
4909,1003973751,closed_structure,one,yes,metal,concrete
4910,1003973756,closed_structure,one,yes,metal,concrete
4912,1003973759,closed_structure,one,yes,unclear,concrete
4915,1003973770,closed_structure,one,yes,metal,concrete
4920,1003973778,closed_structure,one,yes,metal,concrete
4922,1003973800,closed_structure,one,yes,metal,concrete
4924,1003973803,closed_structure,one,yes,metal,concrete
4928,1003973821,closed_structure,one,yes,unclear,concrete
4930,1003973836,unclear,unclear,yes,unclear,unclear
4936,1003973853,closed_structure,one,yes,metal,concrete
4957,1003973930,closed_structure,one,yes,metal,concrete
4964,1003973967,closed_structure,one,yes,metal,concrete
4968,1003973973,closed_structure,one,yes,metal,concrete
4973,1003974010,closed_structure,one,yes,metal,concrete
4974,1003974011,closed_structure,one,yes,unclear,concrete
4975,1003974032,closed_structure,one,yes,metal,concrete
4978,1003974105,closed_structure,one,yes,metal,concrete
4979,1003974109,closed_structure,one,yes,metal,concrete
4982,1003974139,closed_structure,two,yes,metal,concrete
4983,1003974140,closed_structure,one,yes,metal,concrete
4985,1003974143,closed_structure,one,yes,unclear,concrete
4989,1003974168,closed_structure,one,yes,metal,concrete
4994,1003974206,closed_structure,one,yes,metal,concrete
4997,1003974233,closed_structure,one,yes,metal,concrete
5000,1003974241,closed_structure,one,yes,metal,concrete
5001,1003974271,closed_structure,one,yes,metal,concrete
5002,1003974274,closed_structure,one,yes,metal,concrete
5003,1003974276,closed_structure,one,yes,metal,concrete
5005,1003974278,closed_structure,one,yes,metal,concrete
